Category ,Platform A,Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,Platform B,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
following celebrities or influencers,Twitter,0,5996,906,192,15.05020801,3.330828376,0.837168976,0.349326776,0.588345558,68,50.64705882,1483.985294,Instagram ,823481,2667,13252,87.60765569,28.67322619,6.6549459,2.615794203,5.048747779,351,58.41408451,3523.250704
following celebrities or influencers,Twitter,1,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889,Instagram ,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5
following celebrities or influencers,Twitter,0,132100,56571,1780,388.2107872,13.79012075,25.92191397,0.341936472,17.59384702,804,271.1167076,12786.25184,Instagram ,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667
following celebrities or influencers,Twitter,1,186557,90762,3166,489.1063787,75.76887767,0.100503359,0.100503359,0.100503359,764,309.2204929,20356.01556,Instagram ,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653
following celebrities or influencers,Twitter,1,4901,1313,215,14.82061946,2.611601308,0.893372176,0.100503359,0.626439674,63,54.53125,1619.140625,Instagram ,6966,594,449,14.22719332,10.53795533,0.835096614,0.100503359,1.812114064,44,100.9772727,2990.727273
following celebrities or influencers,Twitter,1,14843,12352,867,48.53027062,13.19481767,17.88875172,1.848025014,13.93927832,168,184.7117647,10791.74706,Instagram ,3525,3115,131,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
following celebrities or influencers,Twitter,1,1257,318,67,12.12709874,3.973803272,1.796125795,0.100503359,1.796125795,52,591.8113208,8903.660377,Instagram ,1601,1814,81,1.895321369,0.50549871,0.356943299,0.100503359,0.356943299,9,840.6666667,58998.66667
following celebrities or influencers,Twitter,0,3171023,5171,31522,1111.082668,405.5526812,4.850486325,0.100503359,4.401496085,4951,19.44187403,2256.540241,Instagram ,6061284,24,41017,410.0529928,36.80375862,0.100503359,0.100503359,0.100503359,1716,21.03466205,1734.612941
following celebrities or influencers,Twitter,1,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228,Instagram ,638283,150,1492,20677.88345,5606.964451,1.326086999,0.100503359,33.68290205,56196,0.947575406,480.5420134
following celebrities or influencers,Twitter,0,5922518,483,7594,65758.40354,32054.0556,1.61241011,0.100503359,2.631606754,187674,6.015693853,1199.636812,Instagram ,480412,11948,16294,1795.525546,685.5750438,4.534987444,1.318140223,15.82591557,6867,60.81466192,2695.612527
following celebrities or influencers,Twitter,1,20542,635,142,10.99055651,1.454656744,1.095797028,0.598150194,2.077718034,40,35.45238095,2758.52381,Instagram ,631958,674,7522,614.9687449,329.330091,4.052278956,1.340565773,12.30503544,2536,35.83865939,2231.568979
following celebrities or influencers,Twitter,0,323,542,6,0.100503359,0.100503359,0.100503359,0.100503359,0.608280084,0,0,0,Instagram ,182598,1402,3831,145.8449097,74.00295763,23.5491893,0.100503359,15.95324256,567,276.4965157,8038.066202
following celebrities or influencers,Twitter,0,794,479,8,0.306073459,0.306073459,0.100503359,0.100503359,1.621980887,1,49,4969,Instagram ,67736,30523,1948,48.7654172,14.02911332,12.2462332,0.100503359,9.000103709,190,153.703125,4391.677083
following celebrities or influencers,Twitter,1,7360339,95,43590,12473.15006,9597.001073,5.323947293,1.353623527,8.266238728,46906,7.320319919,838.4865891,Instagram ,84068,38,2181,22.10173404,5.247892315,0.351840144,0.351840144,0.600663561,95,54.70526316,1431.936842
following celebrities or influencers,Twitter,0,3764,703,222,5.270620537,1.601158569,2.338332561,0.100503359,1.59653867,18,139.4444444,4573.888889,Instagram ,1097135,830,10591,73.16567738,19.8983664,0.100503359,0.100503359,0.351840144,288,13.70989761,762.6143345
following celebrities or influencers,Twitter,1,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364,Instagram ,2403,1,75,40.23655336,31.45870835,51.62000484,0.100503359,42.63042631,147,10.02721088,1486.306122
following celebrities or influencers,Twitter,1,220242,357,1062,452.5472807,140.0075344,13.43902206,3.043693264,13.64798201,1796,13.66191781,1375.807671,Instagram ,488750,320,3673,1207.190077,599.7216,0.842022025,0.593198607,7.044734545,3918,7.859817814,637.9832996
following celebrities or influencers,Twitter,1,1097135,830,10591,73.16567738,19.8983664,0.100503359,0.100503359,0.351840144,288,13.70989761,762.6143345,Instagram ,272,733,5,1.566738198,0.346838542,1.574398779,0.337131953,1.052308108,6,28.5,554.5
following celebrities or influencers,Twitter,0,1203,689,67,0.581003784,0.581003784,1.642786259,0.100503359,2.153153287,2,0.5,317.5,Instagram ,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364
following celebrities or influencers,Twitter,1,1209835,3,12226,86.82008384,18.45810958,0.100503359,0.100503359,0.100503359,390,36.5255102,2729.609694,Instagram ,26821,24787,144,8.148719827,7.707475357,1.058992818,1.058992818,42.47171266,12,121.6428571,15764.21429
following celebrities or influencers,Twitter,0,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429,Instagram ,488553,38857,6666,44.92958504,5.143565773,2.299665752,0.571441826,2.297275564,170,396.4327485,14225.17544
following celebrities or influencers,Twitter,1,20542,635,142,10.99055651,1.454656744,1.095797028,0.598150194,2.077718034,40,35.45238095,2758.52381,Instagram ,3764,703,222,5.270620537,1.601158569,2.338332561,0.100503359,1.59653867,18,139.4444444,4573.888889
following celebrities or influencers,Twitter,0,44,79,1,0.576871582,0.100503359,0.100503359,0.100503359,0.100503359,2,33.5,629,Instagram ,11147,1500,474,40.59251241,5.923008807,19.64806445,1.861765207,12.26102921,128,107.4318182,2481.136364
following celebrities or influencers,Twitter,1,1528,1312,60,0.949939801,0.288295191,0.100503359,0.100503359,0.100503359,3,28.66666667,1019,Instagram ,1899,996,120,5.770497426,2.035740959,1.066235811,0.341936472,5.789096699,26,86.76923077,2015.730769
following celebrities or influencers,Twitter,1,282305,2114,1664,38.81280943,14.16103994,7.518898903,0.837941585,5.010178747,168,379.3117647,32020.81176,Instagram ,565,613,34,11.7772064,1.050486116,5.644562091,1.866505408,5.865445093,34,76.5,2505.852941
following celebrities or influencers,Twitter,0,1607541,93,9876,389.5331197,217.6284422,0.359533601,0.100503359,0.849790132,1706,9.979033197,774.3989517,Instagram ,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228
following celebrities or influencers,Twitter,1,1205166,3329,378,55.79500987,24.71600519,1.557779248,0.334765667,2.511536377,177,55.48333333,62386.91667,Instagram ,1481379,147521,15043,9902.070379,5012.055876,10.43846039,0.100503359,193.0724182,28564,10.96414426,1035.955493
following celebrities or influencers,Twitter,0,1612720,285,13630,684.100936,93.62136036,0.100503359,0.100503359,0.100503359,2638,66.5844009,3358.484552,Instagram ,2307845,329,12580,530.0848622,189.9477389,4.827720485,0.100503359,3.130446562,2164,80.91476755,9278.512306
following celebrities or influencers,Twitter,0,2273871,4524,11946,6782.405338,2944.524245,12.95572329,2.791860977,66.2062083,21678,6.859364312,1113.202016,Instagram ,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623
following celebrities or influencers,Twitter,0,48711,22845,932,61.92480424,18.57890109,0.100503359,0.100503359,0.100503359,229,80.34334764,4431.682403,Instagram ,8120,710,959,7.368642902,2.088374797,1.59879786,0.595812012,1.332849444,29,205.5333333,4302.466667
following celebrities or influencers,Twitter,0,265,560,5,0.100503359,0.100503359,0.341936472,0.100503359,0.341936472,0,0,0,Instagram ,73586,48792,2919,5.446132602,1.046551466,0.621338097,0.100503359,0.621338097,23,5.739130435,237.8695652
following celebrities or influencers,Twitter,0,285735,276251,3417,19.32758151,7.292015581,0.100503359,0.100503359,0.100503359,60,44.80645161,4144.258065,Instagram ,282305,2114,1664,38.81280943,14.16103994,7.518898903,0.837941585,5.010178747,168,379.3117647,32020.81176
following celebrities or influencers,Twitter,1,45589,862,2641,148.8542792,36.99888386,27.88176793,3.333491804,23.86128172,551,127.4042934,2833.847943,Instagram ,112,243,5,1.445173536,0.100503359,0.100503359,0.100503359,0.603176929,5,96.6,1414.2
following celebrities or influencers,Twitter,1,1404323,563,20057,967.7206417,579.4311277,4.473798492,0.805680232,6.24180594,4027,57.64383892,3201.293706,Instagram ,100151,31383,4679,286.9417384,37.79996412,6.663615138,0.100503359,8.464206735,758,120.1950585,4332.485046
following celebrities or influencers,Twitter,0,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499,Instagram ,2470,357,119,1.12647413,0.323284483,0.337131953,0.337131953,0.596162195,5,60.6,1983
following celebrities or influencers,Twitter,1,1259676,337,6109,908.6493215,211.333671,12.02178122,7.56564294,12.79238145,3366,10.04866608,1326.842861,Instagram ,9512,12,213,52.16706846,23.18228843,0.362150068,0.100503359,6.806045259,195,11.67857143,564.0408163
following celebrities or influencers,Twitter,0,127,36,2,0.100503359,0.100503359,0.100503359,0.100503359,0.34437519,0,0,0,Instagram ,392738,9364,3354,258.523924,124.4715404,7.471339626,0.595962081,10.99913362,973,41.01621074,3042.892604
following celebrities or influencers,Twitter,1,828774,904,13109,374.3698693,95.27456119,2.57321391,1.587396589,2.314183668,1539,53.48880358,3771.863084,Instagram ,108768,57,62,0.762978431,0.306073459,3.611939649,3.370506536,10.60050154,3,7.333333333,1022.333333
following celebrities or influencers,Twitter,1,1796718,284,14765,2149.652604,140.393091,1.089004526,0.100503359,2.311495455,6986,44.92721609,2155.68819,Instagram ,6085071,67,30758,10357.24516,5215.953047,0.100503359,0.100503359,0.100503359,32871,10.01852628,930.1526996
following celebrities or influencers,Twitter,0,6232,551,221,5.079484188,1.05350499,2.089793752,0.837439237,1.347754718,16,23.17647059,755.1176471,Instagram ,804394,1370,15143,6881.482996,5013.642295,22.68313126,2.385537974,18.4209812,23958,21.32498769,1413.825398
following celebrities or influencers,Twitter,1,30256,23641,2454,50.30419867,7.248960101,16.33752269,3.134085279,18.33411518,177,587.6593407,44566.14286,Instagram ,890,419,40,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
following celebrities or influencers,Twitter,0,393,257,26,3.544420738,1.223473192,0.588468738,0.351840144,0.588468738,15,178,5430.6,Instagram ,126,115,3,0.528703238,0.100503359,0.100503359,0.100503359,0.100503359,1,8,186
following celebrities or influencers,Twitter,1,1674046,24246,16572,1560.770455,561.7978791,4.300411979,1.089386938,3.555193991,5759,33.1578857,2172.985241,Instagram ,794,479,8,0.306073459,0.306073459,0.100503359,0.100503359,1.621980887,1,49,4969
following celebrities or influencers,Twitter,0,763,343,52,2.033354623,0.100503359,0.100503359,0.100503359,0.341936472,6,19.66666667,507.1666667,Instagram ,1875,2009,57,0.26864057,0.100503359,0.100503359,0.100503359,0.100503359,1,124,1895
following celebrities or influencers,Twitter,1,8120,710,959,7.368642902,2.088374797,1.59879786,0.595812012,1.332849444,29,205.5333333,4302.466667,Instagram ,267,352,8,0.301982614,0.100503359,0.334765667,0.100503359,0.566685352,1,92,1299
following celebrities or influencers,Twitter,0,583476,13020,13349,5679.003897,59.4989889,2.694572804,0.100503359,1.377912596,8003,83.65370416,4997.225326,Instagram ,1419368,424,3992,5779.134166,1402.927869,0.100503359,0.100503359,0.621180311,21842,19.60714935,3356.773877
following celebrities or influencers,Twitter,0,690097,67745,11680,835.0865576,126.6465857,20.50784707,0.100503359,20.50784707,3434,41.68135984,3031.496687,Instagram ,2759731,108731,31129,566.7659626,147.1568749,1.379418516,0.100503359,0.606481338,2174,56.50594694,6777.860476
following celebrities or influencers,Twitter,0,3166413,276,603,1253.345429,980.1209265,12.96342523,2.380018078,100.5377967,4801,7.906173842,1694.698822,Instagram ,126738,779,4115,171.8195552,37.29428527,4.411322664,1.530222492,4.202882585,690,126.0441595,3627.968661
following celebrities or influencers,Twitter,0,127,36,2,0.100503359,0.100503359,0.100503359,0.100503359,0.34437519,0,0,0,Instagram ,1040229,725,13675,1420.43804,573.5926953,2.807441782,0.860356879,9.028718324,4970,83.0368755,4524.141554
following celebrities or influencers,Twitter,1,266407,1592,6734,660.8972631,297.0903327,28.25799996,0.839682343,20.72266499,2376,66.39598997,2706.108187,Instagram ,335,469,16,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
following celebrities or influencers,Twitter,1,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653,Instagram ,96531,87,363,81.56173426,43.32146495,6.59024511,2.339133238,12.08964461,296,9.208754209,2112.074074
following celebrities or influencers,Twitter,1,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889,Instagram ,1010,1014,62,0.957689623,0.100503359,1.047017735,0.337131953,0.337131953,4,154.75,1705
following celebrities or influencers,Twitter,0,321,350,13,1.297158761,0.100503359,0.100503359,0.100503359,0.588862984,5,8.833333333,239.3333333,Instagram ,14840,543,418,360.5389772,109.7402733,42.55465726,6.260078444,49.69363737,998,77.94296952,2432.6588
following celebrities or influencers,Twitter,0,3914,1439,165,2.404212204,1.16194603,0.100503359,0.100503359,0.100503359,9,18.77777778,899,Instagram ,54453,7688,2597,115.3233572,22.75288316,16.86771842,2.092498504,10.74683839,441,258.0514541,8569.149888
following celebrities or influencers,Twitter,1,697,14,37,20.61914763,12.36884539,7.783152957,3.698195487,11.37828843,54,47.21818182,790.6363636,Instagram ,254,341,9,6.525792408,1.157975238,1.33289796,0.351840144,1.567160268,21,74.33333333,2138.238095
following celebrities or influencers,Twitter,1,7157,73,82,8.691432094,2.642132008,0.346838542,0.100503359,2.593923684,31,29.48387097,4767.290323,Instagram ,158467,154157,1590,299.6078791,80.19028639,0.100503359,0.100503359,0.100503359,791,122.252802,11514.81196
following celebrities or influencers,Twitter,1,4189,2094,187,6.697365536,1.425678424,4.48360724,1.332954575,3.773553415,29,79.20689655,2846.793103,Instagram ,21591,1179,228,90.45650585,25.79829175,5.709328648,1.111158822,5.176620024,369,18.44297082,1330.366048
following celebrities or influencers,Twitter,0,48711,22845,932,61.92480424,18.57890109,0.100503359,0.100503359,0.100503359,229,80.34334764,4431.682403,Instagram ,130850,3394,449,92.86965112,16.53848389,2.548047615,0.100503359,3.036687975,355,102.5730028,10481.73554
following celebrities or influencers,Twitter,1,99193,69,3950,71.89706829,31.5701689,0.339522141,0.100503359,0.339522141,324,143.9478528,4795.834356,Instagram ,6291,3176,449,8.37566334,0.953085828,4.447635691,0.822412754,3.261396163,32,147.8787879,2771.575758
following celebrities or influencers,Twitter,1,44027,113,2344,45.20422152,20.36896688,1.116158362,0.100503359,0.859718422,188,112.1914894,2122.702128,Instagram ,3638,3341,85,2.793577201,1.40270263,2.594089268,0.598150194,3.802143416,11,9.416666667,489.0833333
following celebrities or influencers,Twitter,1,73669,27489,2236,67.79870185,32.39467518,1.52515139,0.100503359,1.842204492,255,45.89019608,4055.290196,Instagram ,924,1008,30,0.820644774,0.561614531,0.100503359,0.100503359,0.571394261,2,13,433.5
following celebrities or influencers,Twitter,0,60,146,0,0.356943299,0.100503359,0.339522141,0.100503359,1.119229335,1,172,4592,Instagram ,14843,12352,867,48.53027062,13.19481767,17.88875172,1.848025014,13.93927832,168,184.7117647,10791.74706
following celebrities or influencers,Twitter,1,3302480,550744,20006,936.6361264,206.1017724,41.31718936,0.595962081,42.81370448,3691,69.15087248,3456.096107,Instagram ,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5
following celebrities or influencers,Twitter,0,24437,279,52,12.3557961,7.144266756,2.135767312,0.599382241,4.666364775,50,117.0980392,6075.882353,Instagram ,405315,128127,6688,131.5976276,23.45387138,7.381612504,0.100503359,7.406416233,568,231.5891608,9587.66958
following celebrities or influencers,Twitter,1,725,645,44,4.108298711,0.709693062,1.568909382,0.83470637,1.832664977,15,128.8,2381.466667,Instagram ,591,401,16,3.051681663,1.262972463,1.132068589,0.100503359,1.119873766,12,107.1666667,14013.41667
following celebrities or influencers,Twitter,1,185616,1001,15117,266.0138739,54.34523042,13.11190375,0.334765667,13.66517257,928,172.9862288,5321.646186,Instagram ,20288,1568,655,34.28379003,21.31720196,1.347967466,0.600714083,1.365921888,157,85.57861635,1928.503145
following celebrities or influencers,Twitter,0,1720,540,151,5.161848286,1.181624988,2.324112453,0.608895669,3.813660827,14,94.5,1823.428571,Instagram ,186557,90762,3166,489.1063787,75.76887767,0.100503359,0.100503359,0.100503359,764,309.2204929,20356.01556
following celebrities or influencers,Twitter,0,628,921,6,3.943848339,0.618590008,4.769929665,0.870136127,2.95323722,8,210.625,14027.5,Instagram ,282305,2114,1664,38.81280943,14.16103994,7.518898903,0.837941585,5.010178747,168,379.3117647,32020.81176
following celebrities or influencers,Twitter,1,20542,635,142,10.99055651,1.454656744,1.095797028,0.598150194,2.077718034,40,35.45238095,2758.52381,Instagram ,267,352,8,0.301982614,0.100503359,0.334765667,0.100503359,0.566685352,1,92,1299
following celebrities or influencers,Twitter,1,24437,279,52,12.3557961,7.144266756,2.135767312,0.599382241,4.666364775,50,117.0980392,6075.882353,Instagram ,127,106,4,1.093772443,0.100503359,0.367462556,0.100503359,0.623902496,5,105.4,1190
following celebrities or influencers,Twitter,0,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623,Instagram ,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5
following celebrities or influencers,Twitter,1,45589,862,2641,148.8542792,36.99888386,27.88176793,3.333491804,23.86128172,551,127.4042934,2833.847943,Instagram ,9512,12,213,52.16706846,23.18228843,0.362150068,0.100503359,6.806045259,195,11.67857143,564.0408163
following celebrities or influencers,Twitter,0,19562,17637,278,572.8748555,390.2936809,27.55204041,7.167556746,32.10190616,1762,23.46929577,1395.845634,Instagram ,182598,1402,3831,145.8449097,74.00295763,23.5491893,0.100503359,15.95324256,567,276.4965157,8038.066202
following celebrities or influencers,Twitter,0,78731,6212,1971,97.39584224,57.17976788,13.84364379,1.788635968,12.66075551,378,59.91666667,2026.757813,Instagram ,614689,400,5729,199.6182962,67.81246947,9.366192242,0.359533601,4.094487553,669,39.19374069,2565.612519
following celebrities or influencers,Twitter,1,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5,Instagram ,25195,1443,15,1.661163736,0.100503359,0.354378899,0.354378899,5.062816338,4,6,6531
following celebrities or influencers,Twitter,1,17842623,46964,90405,16377.1729,5728.958951,0.362150068,0.100503359,1.608248058,61013,10.57403878,1376.618332,Instagram ,2014,1943,70,0.75684347,0.100503359,0.334765667,0.100503359,1.328776303,3,74.66666667,2346.333333
following celebrities or influencers,Twitter,1,1607541,93,9876,389.5331197,217.6284422,0.359533601,0.100503359,0.849790132,1706,9.979033197,774.3989517,Instagram ,10270,5625,608,74.53796549,34.74870612,0.100503359,0.100503359,3.318645254,226,73.37444934,4133.123348
following celebrities or influencers,Twitter,0,181963,208,1691,448.5761778,94.95039974,2.094330995,0.356943299,2.096793332,1541,92.79263566,9996.163437,Instagram ,657021,4535,6187,640.945859,103.3544424,2.135136709,0.359533601,1.876106467,2453,28.31419329,1644.857663
following celebrities or influencers,Twitter,0,1641075,695,14343,5237.291049,1080.583726,17.63611167,3.392829961,6.622205864,15102,9.583602027,1249.680529,Instagram ,7360339,95,43590,12473.15006,9597.001073,5.323947293,1.353623527,8.266238728,46906,7.320319919,838.4865891
following celebrities or influencers,Twitter,1,158467,154157,1590,299.6078791,80.19028639,0.100503359,0.100503359,0.100503359,791,122.252802,11514.81196,Instagram ,16978,6715,451,0.332423044,0.100503359,0.100503359,0.100503359,3.342998511,1,130,2874
following celebrities or influencers,Twitter,0,23230,495,826,118.0524319,56.66829265,6.373205373,0.840719745,9.827004944,466,105.2106383,3589.004255,Instagram ,470926,322,7095,1005.888413,440.8246812,6.196929416,2.897666238,17.97128034,3999,39.06679861,2468.15141
following celebrities or influencers,Twitter,0,364,927,6,0.551680478,0.310247365,0.834980863,0.339522141,0.832590675,2,1.5,122,Instagram ,1205166,3329,378,55.79500987,24.71600519,1.557779248,0.334765667,2.511536377,177,55.48333333,62386.91667
following celebrities or influencers,Twitter,1,2307845,329,12580,530.0848622,189.9477389,4.827720485,0.100503359,3.130446562,2164,80.91476755,9278.512306,Instagram ,6061284,24,41017,410.0529928,36.80375862,0.100503359,0.100503359,0.100503359,1716,21.03466205,1734.612941
following celebrities or influencers,Twitter,1,1221,313,105,0.367462556,0.367462556,0.100503359,0.100503359,0.100503359,1,9,1096,Instagram ,3525,3115,131,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
following celebrities or influencers,Twitter,1,221001,906,8613,3933.238007,1574.386451,0.339522141,0.100503359,12.7373301,10560,42.96207826,1498.355423,Instagram ,488750,320,3673,1207.190077,599.7216,0.842022025,0.593198607,7.044734545,3918,7.859817814,637.9832996
following celebrities or influencers,Twitter,1,488553,38857,6666,44.92958504,5.143565773,2.299665752,0.571441826,2.297275564,170,396.4327485,14225.17544,Instagram ,19562,17637,278,572.8748555,390.2936809,27.55204041,7.167556746,32.10190616,1762,23.46929577,1395.845634
following celebrities or influencers,Twitter,1,3638,3341,85,2.793577201,1.40270263,2.594089268,0.598150194,3.802143416,11,9.416666667,489.0833333,Instagram ,44,79,1,0.576871582,0.100503359,0.100503359,0.100503359,0.100503359,2,33.5,629
following celebrities or influencers,Twitter,1,2651,2838,195,15.75812622,5.319354395,14.17829981,1.368779512,6.621654561,60,89.03174603,3293.31746,Instagram ,5996,906,192,15.05020801,3.330828376,0.837168976,0.349326776,0.588345558,68,50.64705882,1483.985294
following celebrities or influencers,Twitter,0,8120,710,959,7.368642902,2.088374797,1.59879786,0.595812012,1.332849444,29,205.5333333,4302.466667,Instagram ,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485
following celebrities or influencers,Twitter,1,3113,1829,111,0.798605037,0.798605037,0.100503359,0.100503359,0.100503359,3,36,1520,Instagram ,737,909,26,0.989681123,0.306073459,1.056578487,0.100503359,0.819974036,4,41.25,522
following celebrities or influencers,Twitter,0,1205166,3329,378,55.79500987,24.71600519,1.557779248,0.334765667,2.511536377,177,55.48333333,62386.91667,Instagram ,1607541,93,9876,389.5331197,217.6284422,0.359533601,0.100503359,0.849790132,1706,9.979033197,774.3989517
following celebrities or influencers,Twitter,0,805,589,26,7.755929477,1.873917716,3.134203079,0.367462556,1.843682004,29,94.06896552,1810.551724,Instagram ,1032,493,45,0.739451843,0.100503359,0.332423044,0.332423044,0.830472068,3,118.6666667,2495
following celebrities or influencers,Twitter,1,794,892,32,1.336914175,0.362150068,1.059212559,0.337131953,0.822583964,4,0,68.5,Instagram ,676,243,43,1.982530863,1.360640618,0.100503359,0.100503359,36.40163972,6,4.666666667,269.5
following celebrities or influencers,Twitter,0,2260661,233,12680,13580.62944,1883.090015,27.18280159,13.09838332,18.34972182,35645,16.87001748,2092.420044,Instagram ,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667
following celebrities or influencers,Twitter,1,1912232,33395,14891,38159.53861,131.9544457,2.173241402,0.623796778,4.143115243,21964,19.24536275,1027.420978,Instagram ,112,243,5,1.445173536,0.100503359,0.100503359,0.100503359,0.603176929,5,96.6,1414.2
news,Twitter,1,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5,Instagram ,3302480,550744,20006,936.6361264,206.1017724,41.31718936,0.595962081,42.81370448,3691,69.15087248,3456.096107
news,Twitter,1,92462,692,5259,141.5032042,35.28974662,3.787262788,0.596412376,3.041914981,578,97.38593482,4638.421955,Instagram ,146298,49266,9392,146.3112266,84.45101898,1.308355528,0.100503359,4.035825937,600,54.80230643,1953.62603
news,Twitter,0,219,148,8,0.758307371,0.100503359,0.100503359,0.100503359,0.100503359,3,205,3922.666667,Instagram ,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429
news,Twitter,1,7185698,30,29179,29146.95646,18082.7436,0.100503359,0.100503359,4.502396413,88154,4.061065794,649.1564853,Instagram ,45589,862,2641,148.8542792,36.99888386,27.88176793,3.333491804,23.86128172,551,127.4042934,2833.847943
news,Twitter,0,272,733,5,1.566738198,0.346838542,1.574398779,0.337131953,1.052308108,6,28.5,554.5,Instagram ,5342840,33401,19715,173636.239,52349.67421,11.40883937,1.652900203,13.48526577,213718,5.348202643,1230.512781
news,Twitter,1,532,88,30,1.100626322,0.531541003,0.100503359,0.100503359,0.100503359,4,14.5,652,Instagram ,4995,65,58,0.837464625,0.100503359,0.60825444,0.100503359,0.354378899,3,5,1315.333333
news,Twitter,0,32342,2622,1061,64.64188177,21.49213085,22.25028766,0.583369585,27.51283755,271,184.2977941,7245.231618,Instagram ,1834007,773,30622,1674.266909,388.4264272,29.3318518,7.308293446,17.65970962,6261,53.22601447,2662.894778
news,Twitter,0,53678,1751,496,191.4388697,62.72494492,0.100503359,0.100503359,0.100503359,599,15.17656766,3087.463696,Instagram ,723800,328,7257,1695.430195,317.463665,3.581056819,1.85822627,6.484085949,5210,13.59848771,1336.213611
news,Twitter,1,98788,2354,5610,385.7953553,172.1834301,8.361112757,5.092200727,10.77741899,1330,61.63973314,2080.33358,Instagram ,9450,1511,470,28.34210552,5.880138366,7.444344915,1.101689955,6.0830651,113,100.0884956,1885.672566
news,Twitter,1,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228,Instagram ,119001,119704,2266,63.60326158,17.01068152,11.2328519,0.100503359,6.628896724,206,167.9130435,6161.917874
news,Twitter,0,15385,673,747,55.99354588,22.32194495,6.946233255,0.341936472,6.503977478,202,152.495098,3286.617647,Instagram ,454514,1479,5187,455.1806152,293.8395583,30.1880544,0.100503359,21.06319645,1793,159.0059621,5756.679133
news,Twitter,0,254,534,1,3.453648517,0.277305641,0.810484751,0.341936472,1.276666745,12,6.75,573.9166667,Instagram ,15002,1945,670,98.50741684,20.95770893,25.64641411,0.839508908,23.35146241,350,83.4039548,3133.562147
news,Twitter,0,127,106,4,1.093772443,0.100503359,0.367462556,0.100503359,0.623902496,5,105.4,1190,Instagram ,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5
food,Twitter,0,4363,221,165,7.362301949,0.100503359,4.031142365,0.860755107,2.563720818,21,109.6956522,5559.869565,Instagram ,54453,7688,2597,115.3233572,22.75288316,16.86771842,2.092498504,10.74683839,441,258.0514541,8569.149888
food,Twitter,1,392738,9364,3354,258.523924,124.4715404,7.471339626,0.595962081,10.99913362,973,41.01621074,3042.892604,Instagram ,98788,2354,5610,385.7953553,172.1834301,8.361112757,5.092200727,10.77741899,1330,61.63973314,2080.33358
food,Twitter,0,125438,983,4074,55.13726596,23.44613964,2.251398297,0.100503359,7.207908455,239,217.2416667,6466.733333,Instagram ,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499
